KO,KEGG Name,KO Description,EC14,NW18,CC15,SW10,CC35,SW8,CC34,SC1,CC7,SW19,CC27,NE9,EC9
K06215,"pdxS, pdx1", pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6],154.0256666,353.2764831,272.5564346,205.3164278,258.2967345,163.4607215,206.9570686,313.791876,218.9077719,250.7667562,180.0414078,222.3754387,380.397726
K05810,yfiH, polyphenol oxidase [EC:1.10.3.-],275.1505073,286.9663463,220.6023485,245.4419343,247.984111,279.2644177,190.6495083,225.326928,197.0490831,305.5511708,238.8921602,255.2099787,208.1173095
K16786,ecfA1, energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-],206.1720631,419.1061423,224.6901521,105.5802017,132.9658197,234.5880179,159.7356678,310.962586,280.2648251,251.5102121,334.3074003,200.2607171,312.855554
K01278,"DPP4, CD26", dipeptidyl-peptidase 4 [EC:3.4.14.5],229.5844435,249.6522494,311.6207163,403.1176935,193.3921267,241.3845109,168.1710049,223.9656686,172.2175539,114.2391219,158.7670326,370.1698172,336.4945164
K04518,pheA2, prephenate dehydratase [EC:4.2.1.51],213.8786977,320.1294997,224.3630088,202.3888448,187.9295114,213.7321002,228.0165336,268.4064184,241.7954154,235.085038,186.6228153,351.1469861,298.0334914
K00124,"fdoH, fdsB", formate dehydrogenase iron-sulfur subunit,145.5377696,266.1580225,261.9054716,329.0786101,290.1461737,233.5879587,308.833529,240.0454096,162.454231,131.7991608,351.2060669,179.4499573,268.7930305
K08296,sixA, phosphohistidine phosphatase [EC:3.1.3.-],261.8805484,217.4694153,282.0268168,187.2411508,299.4714608,291.8693606,208.1874121,273.8796715,272.3717061,252.1487782,124.3520172,234.5196375,254.5885107
K09456,aidB, putative acyl-CoA dehydrogenase,157.8356527,330.5874585,210.7242857,246.2982157,308.8280519,246.4905437,242.8500362,219.0829215,291.3979231,281.6742029,201.8579913,166.7347596,252.0721157
K00392,sir, sulfite reductase (ferredoxin) [EC:1.8.7.1],127.8062017,403.3248258,277.2570623,221.2603858,274.9304759,215.9091461,237.6237724,234.1332729,292.6719983,168.5445082,160.8486256,235.7854736,304.5381663
K21572,susD," starch-binding outer membrane protein, SusD/RagB family",124.748399,135.6577469,255.9736583,383.0088969,161.9151696,276.0488589,85.86099648,61.45329213,193.4589246,26.95220221,0.605748121,1342.335697,105.0036013
K01653,"E2.2.1.6S, ilvH, ilvN", acetolactate synthase I/III small subunit [EC:2.2.1.6],190.1280267,298.4737483,262.4818681,206.337064,246.9248181,194.166105,243.8404108,278.501985,247.962732,228.5598889,194.1439203,259.0259285,300.312525
K02892,"RP-L23, MRPL23, rplW", large subunit ribosomal protein L23,192.9602753,271.8664114,280.6976662,292.5191107,239.7683806,202.3275424,219.0274027,266.7686211,213.288495,189.076314,196.6720523,242.4392803,342.2584511
K08999,K08999, uncharacterized protein,183.9221711,321.7667474,288.4011271,182.1640312,257.4222142,193.9313378,203.6360872,276.798346,216.1005802,231.0131303,236.4246689,246.0750412,309.810233
K03787,surE, 5'-nucleotidase [EC:3.1.3.5],287.1698196,330.0148806,308.1213501,162.711802,261.8698021,226.0633062,198.185415,273.8037721,188.761454,221.1198232,75.4232548,324.404563,279.9736387
K09807,K09807, uncharacterized protein,330.870066,211.8284136,254.7678511,287.9490943,196.1374828,254.4697932,158.6534819,279.2435415,214.128636,190.330606,179.0904058,248.0976738,331.9880312
K00872,thrB, homoserine kinase [EC:2.7.1.39],226.0022404,311.0562035,264.2356173,188.8275793,216.2367999,235.2569506,190.5759191,238.2955498,236.4855048,217.752949,263.4758369,267.314785,280.178729
K00784,rnz, ribonuclease Z [EC:3.1.26.11],237.1842572,243.8221157,285.2339562,259.2961861,331.3644236,283.1178771,191.1234143,276.3413223,174.7876461,146.5760853,210.8950778,225.5847826,259.7493853
K17836,penP, beta-lactamase class A [EC:3.5.2.6],315.4003423,243.4639367,192.8474107,373.5843772,170.5255485,246.5785545,255.40393,227.7274692,256.2699689,171.5627283,240.1082868,188.6010637,239.968709
K02200,ccmH, cytochrome c-type biogenesis protein CcmH,330.4647421,178.7506787,264.8382107,266.5649514,287.9289878,257.9949376,192.9366268,271.9291704,148.3207547,262.3929071,151.938881,261.5083884,245.2739021
K02662,pilM, type IV pilus assembly protein PilM,219.9950862,271.2797023,342.0031233,290.8795941,266.0500719,263.8793216,185.8157131,273.1344078,139.0552483,198.851071,162.2204788,169.6877853,335.4040199
K10544,xylH, D-xylose transport system permease protein,107.8344628,223.9774722,262.7183309,258.2837407,221.5979415,268.8085668,212.5850064,303.4251437,299.5062935,201.3807151,340.3850029,156.7990322,247.0012832
K00340,nuoK, NADH-quinone oxidoreductase subunit K [EC:7.1.1.2],189.7022549,258.4743805,267.9878279,263.3408137,269.0823649,222.6133916,217.1798945,232.917842,214.6211867,219.0615393,201.3057879,265.1745347,282.6930139
K02878,"RP-L16, MRPL16, rplP", large subunit ribosomal protein L16,198.996952,285.3852305,314.1991457,250.0580134,304.6841314,189.2405222,218.2576186,277.2054926,187.9960781,134.4635904,166.427074,223.2916419,351.3206231
K03589,ftsQ, cell division protein FtsQ,258.5008942,243.361064,195.2897782,253.2001231,247.4501881,265.7516694,210.9410984,234.3570129,195.2209198,285.1983907,169.2253216,329.5209409,211.6555698
K01593,"DDC, TDC", aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105],205.041644,254.9414141,332.4581305,271.3456387,233.0004943,246.2677123,162.6190476,304.9568004,175.5595241,156.8869098,157.0307714,245.9846818,353.3551754
K01005,tagT_U_V, polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-],167.4196513,308.4383104,288.9987673,162.5314694,210.2957801,183.0985673,182.4745629,377.1280132,256.3421555,284.8297251,159.2173214,162.3825429,352.3127349
K14161,imuB, protein ImuB,251.2438913,241.8867867,238.3764205,282.8615625,314.8331139,224.6092359,202.9768537,280.8343053,166.0645918,246.6078364,203.3970803,177.9623695,262.8087602
K06881,nrnA, bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3],204.3088568,342.5126496,288.1988792,287.8133661,219.9086854,238.0232356,184.5172427,289.8943271,173.6822843,164.4314774,162.3707182,182.0410968,356.1587735
K00849,galK, galactokinase [EC:2.7.1.6],224.3803807,314.140518,243.6686496,238.0470542,174.6386564,284.685781,190.0496195,234.6566734,223.709569,246.7710844,303.1388842,193.3644376,222.3136639
K03823,pat, phosphinothricin acetyltransferase [EC:2.3.1.183],220.7657101,228.4339574,232.7457631,218.1461191,205.6749777,242.1924008,231.5164166,245.4945356,227.4210318,340.2718711,265.1506141,197.9638299,232.4147929
K08681,"pdxT, pdx2", 5'-phosphate synthase pdxT subunit [EC:4.3.3.6],159.2253316,319.8909695,223.6512274,223.5103202,196.5913237,198.1785912,179.0600664,250.0744602,246.4749462,289.9482674,304.6900518,211.1647308,284.7616426
K00540,fqr, F420H(2)-dependent quinone reductase [EC:1.1.98.-],176.9393606,274.3261423,252.4685833,104.3644276,190.7155856,232.8910076,225.6249731,246.4001288,295.6821375,293.6314539,338.3213472,185.9348356,262.7568214
K03546,"sbcC, rad50", DNA repair protein SbcC/Rad50,201.7141422,320.8137287,162.4138556,174.8715279,205.4391753,214.8368808,196.5431942,151.5964019,211.2880858,361.6519715,296.3184844,339.4726152,241.0838171
K18979,queG, epoxyqueuosine reductase [EC:1.17.99.6],297.2716226,193.6590377,292.1215467,331.914254,268.5736047,284.5953902,161.2027695,324.5725918,106.5716404,186.5682323,150.7013548,225.2931423,253.1403247
K07447,ruvX, putative holliday junction resolvase [EC:3.1.-.-],269.7725352,255.1763601,226.6516709,239.1856686,182.2700974,262.8581948,187.6956121,270.7073575,196.999313,239.3740427,225.847021,279.6395511,230.8789361
K01295,cpg, glutamate carboxypeptidase [EC:3.4.17.11],267.8229302,180.3127153,274.9143107,296.6553781,232.533891,226.2799163,203.7328404,316.4738297,167.9246315,193.3601258,164.84256,202.48685,338.3832364
K05838,ybbN, putative thioredoxin,199.564952,264.8251907,222.6689422,168.1846487,197.5937107,274.9380014,224.2272232,247.8747744,260.8137435,297.8488313,207.000491,235.5276387,262.2826066
K23163,sbp, sulfate/thiosulfate transport system substrate-binding protein,144.5825901,174.005457,376.0937151,170.7313342,278.167722,251.7133486,229.2402283,341.0473814,288.676513,216.3489041,151.6484991,117.5060516,322.6573813
K08738,CYC, cytochrome c,219.3527655,256.3874211,349.0711385,271.2383522,282.1302309,177.3035351,333.3954644,302.5257344,293.1270372,82.38099015,10.68796753,239.1175689,239.4391969
K01055,pcaD, 3-oxoadipate enol-lactonase [EC:3.1.1.24],225.3682868,247.0530028,254.2552606,249.4795139,303.7523264,221.2029378,276.2919655,280.5769394,178.7255003,180.7141455,214.3445922,215.0240396,202.0766942
K00575,cheR, chemotaxis protein methyltransferase CheR [EC:2.1.1.80],289.9075701,226.5035342,246.4690043,370.0856376,178.9572383,242.1214376,278.5868203,171.8799856,166.7372931,328.4769616,130.7215808,166.2929119,248.6090195
K03179,ubiA, 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39],282.9599845,171.4662506,272.1223758,304.7521863,271.0251648,239.7546008,183.3593107,301.9813323,140.8028548,116.5545779,194.0892485,294.5322791,270.8735633
K11927,rhlE, ATP-dependent RNA helicase RhlE [EC:3.6.4.13],313.620518,196.2018826,345.0471141,260.7555218,275.7333845,264.975865,165.3487654,318.175466,83.59971737,113.2368772,51.46749917,288.7124288,356.1050025
K00966,GMPP, mannose-1-phosphate guanylyltransferase [EC:2.7.7.13],172.7129683,362.4937905,286.6721469,182.3793773,226.8942054,209.727772,193.5017834,266.1715425,198.408965,239.690148,208.4862694,171.4092589,308.2181212
K03727,helY, ATP-dependent RNA helicase HelY [EC:3.6.4.-],96.92892609,438.5337792,190.1280202,139.4797378,165.4524629,147.5616148,212.1322685,173.9989187,310.887862,223.8022342,393.8085048,204.2452314,327.7083385
K09005,K09005, uncharacterized protein,255.9848071,267.7093338,290.7427291,172.8182155,218.7821889,218.1190763,171.6593261,265.9764725,185.8640054,249.7388607,114.5812538,302.1846864,298.9056573
K05825,LYSN, 2-aminoadipate transaminase [EC:2.6.1.-],159.1944214,365.2932407,306.1500827,205.7972226,238.4164822,200.825696,225.648616,251.7334573,294.9359235,253.0978322,121.1638183,90.68227947,297.009446
K00865,"glxK, garK", glycerate 2-kinase [EC:2.7.1.165],212.3531654,287.7621658,175.9034022,125.3674176,151.3496446,214.558223,166.5049508,242.8400741,339.3056702,308.8124305,289.258892,239.3804142,256.2461052
K00847,"E2.7.1.4, scrK", fructokinase [EC:2.7.1.4],257.5854511,256.907033,214.9077654,217.7724711,171.583766,211.3128708,215.8586674,180.3332622,289.8548839,235.1443858,244.2765888,316.095162,197.1679847
K00010,NRT, myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369],248.2440459,386.6588363,227.4288071,168.0953015,226.5627888,180.5627175,224.299013,220.9242438,393.5488588,126.115892,141.105836,162.3125941,301.474616
K01684,dgoD, galactonate dehydratase [EC:4.2.1.6],304.6744157,237.5902651,299.5199734,186.2863974,180.3160757,149.299899,303.6024247,312.4070962,226.9979675,111.5133195,256.8389444,175.3675221,259.844205
K01551,"arsA, ASNA1, GET3", arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-],141.2612248,351.5443404,260.6921274,168.0717456,202.7634059,205.8748923,191.7280959,202.1635408,229.0978049,251.623591,198.3356883,263.1465435,323.0508557
K07735,algH, putative transcriptional regulator,199.7325997,287.7810448,220.8349685,222.3002492,271.1005862,225.2196927,211.4091363,230.628996,223.0767462,261.3458017,172.9032131,241.3781303,217.8625133
K03790,rimJ, [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267],157.854129,227.0789835,169.5504685,232.7449236,232.0426005,247.1321709,266.5108322,172.4650355,326.7441507,236.2392221,363.7920196,179.2672151,166.0899057
K02948,"RP-S11, MRPS11, rpsK", small subunit ribosomal protein S11,185.052947,271.0395534,276.0694763,216.7213639,282.6353069,216.9458041,208.3082973,301.1190446,170.0379349,146.6580722,137.4575408,229.9842837,335.0989536
K01469,"OPLAH, OXP1, oplAH", 5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9],229.5758189,165.9288957,286.8256771,298.6422652,330.0460279,224.0391637,191.0538291,408.3846981,145.6563983,99.63951628,54.71269619,258.6263146,282.9494816
K00891,"aroK, aroL", shikimate kinase [EC:2.7.1.71],239.1995648,231.108636,218.3083437,200.8039019,209.4637388,215.2115178,203.5223876,232.8444177,165.099424,247.5060605,212.2011435,344.0814867,255.2803139
K21148,cysM, [CysO sulfur-carrier protein]-thiocarboxylate-dependent cysteine synthase [EC:2.5.1.113],147.8025946,372.5104001,236.997369,163.965021,234.531249,176.8993101,196.4246492,310.340606,234.0921008,268.7492946,144.1564628,154.9663293,325.8988912
K00958,"sat, met3", sulfate adenylyltransferase [EC:2.7.7.4],174.7519405,355.8761352,268.541653,153.3642391,305.5680835,237.7611869,140.8497941,283.7347637,201.1305119,162.2359657,83.09226821,227.187365,371.8200393
K00639,"kbl, GCAT", glycine C-acetyltransferase [EC:2.3.1.29],214.6746703,185.5961942,320.6208236,246.1520382,267.9316684,292.2901058,173.9603512,293.3435719,143.2698258,105.4856016,127.4454102,267.4928934,323.2491246
K03585,"acrA, mexA, adeI, smeD, mtrC, cmeA"," membrane fusion protein, multidrug efflux system",240.0308239,148.4588286,287.7960492,319.7461271,410.363234,314.7643526,249.6406682,249.4882857,119.9451284,81.13322721,50.1287434,292.1886626,197.4494791
K01547,kdpB, potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6],146.5000807,69.92815935,152.2405582,361.0099493,347.6581071,424.525314,286.3179879,327.4023494,291.7914201,155.4931115,213.9705837,82.89503673,101.1238918
K07736,carD, CarD family transcriptional regulator,139.7150994,267.0798223,251.4526955,269.3512243,248.2257178,172.5099207,217.5362012,321.8341646,170.7656485,192.0000971,136.5696578,254.6819843,314.687259
K21401,menJ, menaquinone-9 beta-reductase [EC:1.3.99.38],181.6272029,347.3732905,235.8301675,172.5667618,217.4962443,175.3498856,214.7848477,202.3899965,226.7276762,247.6388177,300.95096,163.5476072,266.1189351
K09022,"ridA, tdcF, RIDA", 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10],211.2175846,173.4060122,282.7170411,226.069032,390.4783911,245.1979076,192.3597528,292.3104181,195.7338422,205.0434271,156.8505708,153.9489485,225.8357681
K07560,"dtd, DTD", D-aminoacyl-tRNA deacylase [EC:3.1.1.96],199.4299161,255.277296,231.1388296,199.1728607,201.1364527,247.8400378,169.8777364,243.6517682,200.771007,263.4514475,192.7286165,292.4599505,252.6280909
K13057,treT, trehalose synthase [EC:2.4.1.245],154.1214179,288.7947393,276.5829756,152.3529553,320.3333374,320.5581221,224.0941505,242.5931843,286.0390641,135.9095739,93.28015189,137.8877195,312.6468284
K06013,STE24, STE24 endopeptidase [EC:3.4.24.84],152.4254076,255.3918459,255.1438422,201.5487671,255.7242698,256.4274545,160.3489327,206.6396006,261.061722,215.7118426,240.4103435,232.3244581,250.229396
K07460,yraN, putative endonuclease,233.655582,234.4071688,216.4742608,224.6582603,174.1118429,251.8998204,183.7219741,218.0587177,210.5595056,262.8737104,225.7291861,288.6335809,217.065821
K00526,"E1.17.4.1B, nrdB, nrdF", ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1],142.0342248,364.9198456,237.3645488,215.2911616,180.6972448,194.9021715,283.8663304,249.4135205,280.3622589,209.4027067,185.8052034,141.9867866,253.289624
K00761,"upp, UPRT", uracil phosphoribosyltransferase [EC:2.4.2.9],169.4174274,238.1212761,261.3220068,204.5831766,213.1210678,201.6979941,195.4985845,253.3328826,201.333304,230.8248051,195.5649307,285.7127414,283.3942767
K04773,sppA, protease IV [EC:3.4.21.-],380.2955396,191.5912887,284.9615014,258.2620396,328.5055708,240.6912297,181.3687528,238.0641856,103.5587668,130.8714809,125.9771626,240.2041197,228.1523731
K02609,paaA," ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]",158.5683292,273.9620241,229.0239596,230.3096222,237.9453996,188.7826397,201.2342759,262.1975594,192.1954924,171.8857098,238.191738,203.3873367,339.1191642
K03536,rnpA, ribonuclease P protein component [EC:3.1.26.5],243.2519045,240.0163405,234.2207185,195.6860802,222.3638048,231.5572151,199.1841365,241.453308,212.6092671,221.636742,191.0093862,233.6769468,255.583968
K03594,bfr, bacterioferritin [EC:1.16.3.1],195.8665258,275.910257,302.1780109,208.7814819,264.2945895,177.0322912,221.2059637,233.6906706,196.2349425,224.3228822,172.4796486,169.0624764,281.1670156
K07080,K07080, uncharacterized protein,197.3558227,328.9704464,328.886949,105.4638244,455.1962394,177.023813,234.9739891,234.8241574,214.7629411,123.9111539,5.557265104,226.7891459,284.3128387
K03694,clpA, ATP-dependent Clp protease ATP-binding subunit ClpA,256.7573679,211.2505208,349.8481982,309.9200465,309.9034736,208.4417577,207.0238006,336.9788746,95.16640457,116.9966721,13.56622996,159.8090825,336.2304925
K15738,uup, ABC transport system ATP-binding/permease protein,269.5517627,259.4584766,258.0327882,255.1148124,220.9461104,208.6099719,226.2644312,235.1989085,163.4550494,191.4752242,73.48584851,286.4440308,257.0528298
K01637,"E4.1.3.1, aceA", isocitrate lyase [EC:4.1.3.1],183.3162675,206.2545834,265.3675792,300.00322,312.9590488,204.7033057,154.6535523,310.743238,140.0544643,100.5329564,179.4220816,182.7552458,364.2191582
K01563,dhaA, haloalkane dehalogenase [EC:3.8.1.5],198.2681171,310.0413058,146.3090509,197.7025846,240.9623149,205.2548437,219.5997808,202.5041317,164.4213237,319.604388,299.2636187,245.3961158,154.5863102
K01968,E6.4.1.4A, 3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4],244.6833559,234.9719088,245.497857,244.0732218,238.5919277,218.5976257,183.1524632,301.8420312,137.8933966,167.678157,132.0411654,239.8267593,312.1476962
K01258,pepT, tripeptide aminopeptidase [EC:3.4.11.4],173.5751285,201.8945931,282.7544201,267.8968008,230.4354414,264.7969141,164.6193766,363.5598572,207.4761071,214.3871269,146.2931497,109.2519671,271.0261733
K09761,rsmE, 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193],268.733997,215.743994,155.0788122,257.2307861,185.2671422,218.2932817,190.0491423,196.4821802,167.3979352,244.7988584,264.5188211,320.4226364,206.7158413
